Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages
76.4,267.8126,981.7,-21.33333,93.38, -,9.082069
76.45,267.8126,981.7,-21.33333,93.38, -,9.082069
76.5,265.0127,981.8,-21.33333,93.38, -,9.082069
76.55,265.0127,981.8,-21.33333,93.38, -,9.062621
76.6,262.2112,981.9,-24,93.38, -,9.062621
76.65,262.2112,981.9,-21.33333,93.38, -,9.062621
76.7,259.4118,982,-24,93.38, -,9.062621
76.75,259.4118,982,-21.33333,93.38, -,9.062621
76.8,259.4118,982,-21.33333,93.38, -,9.062621
76.85,256.6125,982.1,-21.33333,93.38, -,9.062621
76.9,256.6125,982.1,-21.33333,93.38, -,9.062621
76.95,256.6125,982.1,-24,93.38, -,9.062621
77,253.8118,982.2,-24,93.38, -,9.062621
77.05,253.8118,982.2,-24,93.38, -,9.062621
77.1,253.8118,982.2,-21.33333,93.38, -,9.062621
77.15,251.013,982.3,-24,93.38, -,9.062621
77.2,251.013,982.3,-24,93.38, -,9.062621
77.25,248.2127,982.4,-26.66667,93.38, -,9.062621
77.3,248.2127,982.4,-24,93.38, -,9.062621
77.35,245.4144,982.5,-26.66667,93.38, -,9.062621
77.4,245.4144,982.5,-21.33333,93.38, -,9.062621
77.45,245.4144,982.5,-21.33333,93.38, -,9.062621
77.5,245.4144,982.5,-21.33333,93.38, -,9.062621
77.55,242.6163,982.6,-21.33333,93.38, -,9.062621
77.6,239.8167,982.7,-24,93.38, -,9.062621
77.65,239.8167,982.7,-21.33333,93.38, -,9.062621
77.7,237.0191,982.8,-24,93.38, -,9.062621
77.75,237.0191,982.8,-21.33333,93.38, -,9.062621
77.8,237.0191,982.8,-21.33333,93.38, -,9.062621
77.85,234.22,982.9,-24,93.38, -,9.062621
77.9,231.4228,983,-24,93.38, -,9.062621
77.95,231.4228,983,-24,93.38, -,9.062621
78,231.4228,983,-24,93.38, -,9.062621
78.05,228.6258,983.1,-24,93.38, -,9.062621
78.1,225.8274,983.2,-26.66667,93.38, -,9.062621
78.15,228.6258,983.1,-24,93.38, -,9.062621
78.2,225.8274,983.2,-24,93.38, -,9.062621
78.25,223.0309,983.3,-26.66667,93.38, -,9.062621
78.3,223.0309,983.3,-24,93.38, -,9.062621
78.35,223.0309,983.3,-24,93.38, -,9.062621
78.4,220.233,983.4,-24,93.38, -,9.062621
78.45,220.233,983.4,-24,93.38, -,9.062621
78.5,223.0309,983.3,-21.33333,93.38, -,9.062621
78.55,220.233,983.4,-24,93.38, -,9.062621
78.6,217.4369,983.5,-24,93.38, -,9.062621
78.65,217.4369,983.5,-21.33333,93.38, -,9.062621
78.7,217.4369,983.5,-21.33333,93.38, -,9.062621
78.75,214.6411,983.6,-21.33333,93.38, -,9.062621
78.8,214.6411,983.6,-21.33333,93.38, -,9.062621
78.85,214.6411,983.6,-21.33333,93.38, -,9.062621
78.9,214.6411,983.6,-18.66667,93.38, -,9.062621
78.95,211.8439,983.7,-18.66667,93.38, -,9.062621
79,211.8439,983.7,-18.66667,93.38, -,9.062621
79.05,211.8439,983.7,-18.66667,93.38, -,9.062621
79.1,211.8439,983.7,-16,93.38, -,9.062621
79.15,211.8439,983.7,-13.33333,93.38, -,9.062621
79.2,209.0485,983.8,-18.66667,93.38, -,9.062621
79.25,209.0485,983.8,-16,93.38, -,9.062621
79.3,209.0485,983.8,-13.33333,93.38, -,9.062621
79.35,206.2517,983.9,-16,93.38, -,9.062621
79.4,206.2517,983.9,-16,93.38, -,9.062621
79.45,206.2517,983.9,-13.33333,93.38, -,9.062621
79.5,206.2517,983.9,-13.33333,93.38, -,9.062621
79.55,203.4568,984,-18.66667,93.38, -,9.062621
79.6,203.4568,984,-16,93.38, -,9.062621
79.65,200.6622,984.1,-16,93.38, -,9.062621
79.7,200.6622,984.1,-16,93.38, -,9.062621
79.75,200.6622,984.1,-16,93.38, -,9.062621
79.8,197.8661,984.2,-16,93.38, -,9.062621
79.85,197.8661,984.2,-16,93.38, -,9.062621
79.9,195.0719,984.3,-18.66667,93.38, -,9.062621
79.95,195.0719,984.3,-18.66667,93.38, -,9.062621
80,195.0719,984.3,-16,93.38, -,9.062621
80.05,192.2762,984.4,-18.66667,93.38, -,9.062621
80.1,189.4825,984.5,-21.33333,93.38, -,9.062621
80.15,189.4825,984.5,-21.33333,93.38, -,9.062621
80.2,186.689,984.6,-24,93.38, -,9.062621
80.25,186.689,984.6,-21.33333,93.38, -,9.062621
80.3,183.894,984.7,-24,93.38, -,9.062621
80.35,183.894,984.7,-24,93.38, -,9.062621
80.4,183.894,984.7,-21.33333,93.38, -,9.062621
80.45,181.101,984.8,-24,93.38, -,9.062621
80.5,181.101,984.8,-24,93.38, -,9.062621
80.55,178.3065,984.9,-26.66667,93.38, -,9.062621
80.6,178.3065,984.9,-24,93.38, -,9.062621
80.65,178.3065,984.9,-24,93.38, -,9.062621
80.7,175.5139,985,-24,93.38, -,9.062621
80.75,175.5139,985,-24,93.38, -,9.062621
80.8,172.7216,985.1,-26.66667,93.38, -,9.062621
80.85,172.7216,985.1,-24,93.38, -,9.062621
80.9,172.7216,985.1,-24,93.38, -,9.062621
80.95,172.7216,985.1,-21.33333,93.38, -,9.062621
81,169.9277,985.2,-24,93.38, -,9.062621
81.05,169.9277,985.2,-24,93.38, -,9.062621
81.1,167.1358,985.3,-24,93.38, -,9.062621
81.15,167.1358,985.3,-21.33333,93.38, -,9.062621
81.2,164.3425,985.4,-24,93.38, -,9.062621
81.25,164.3425,985.4,-21.33333,93.38, -,9.062621
81.3,164.3425,985.4,-21.33333,93.38, -,9.062621
81.35,164.3425,985.4,-18.66667,93.38, -,9.062621
81.4,161.551,985.5,-21.33333,93.38, -,9.062621
81.45,161.551,985.5,-21.33333,93.38, -,9.062621
81.5,158.7598,985.6,-21.33333,93.38, -,9.062621
81.55,158.7598,985.6,-21.33333,93.38, -,9.062621
81.6,158.7598,985.6,-18.66667,93.38, -,9.062621
81.65,158.7598,985.6,-18.66667,93.38, -,9.062621
81.7,155.9672,985.7,-21.33333,93.38, -,9.062621
81.75,155.9672,985.7,-18.66667,93.38, -,9.062621
81.8,155.9672,985.7,-18.66667,93.38, -,9.062621
81.85,153.1764,985.8,-18.66667,93.38, -,9.062621
81.9,150.3842,985.9,-21.33333,93.38, -,9.062621
81.95,150.3842,985.9,-21.33333,93.38, -,9.062621
82,147.5939,986,-24,93.38, -,9.062621
82.05,147.5939,986,-21.33333,93.38, -,9.062621
82.1,144.8039,986.1,-24,93.38, -,9.062621
82.15,144.8039,986.1,-21.33333,93.38, -,9.062621
82.2,142.0123,986.2,-24,93.38, -,9.062621
82.25,142.0123,986.2,-21.33333,93.38, -,9.062621
82.3,142.0123,986.2,-21.33333,93.38, -,9.062621
82.35,142.0123,986.2,-21.33333,93.38, -,9.062621
82.4,142.0123,986.2,-21.33333,93.38, -,9.062621
82.45,139.2227,986.3,-21.33333,93.38, -,9.062621
82.5,142.0123,986.2,-18.66667,93.38, -,9.062621
82.55,142.0123,986.2,-16,93.38, -,9.062621
82.6,142.0123,986.2,-16,93.38, -,9.062621
82.65,142.0123,986.2,-16,93.38, -,9.062621
82.7,139.2227,986.3,-18.66667,93.38, -,9.062621
82.75,136.4317,986.4,-18.66667,93.38, -,9.062621
82.8,136.4317,986.4,-18.66667,93.38, -,9.062621
82.85,136.4317,986.4,-18.66667,93.38, -,9.062621
82.9,133.6425,986.5,-18.66667,93.38, -,9.062621
82.95,133.6425,986.5,-16,93.38, -,9.062621
83,130.8536,986.6,-18.66667,93.38, -,9.062621
83.05,130.8536,986.6,-16,93.38, -,9.062621
83.1,128.0632,986.7,-18.66667,93.38, -,9.062621
83.15,128.0632,986.7,-16,93.38, -,9.062621
83.2,128.0632,986.7,-16,93.38, -,9.062621
83.25,125.2748,986.8,-16,93.38, -,9.062621
83.3,122.4849,986.9,-18.66667,93.38, -,9.062621
83.35,119.6969,987,-21.33333,93.38, -,9.062621
83.4,119.6969,987,-21.33333,93.38, -,9.062621
83.45,119.6969,987,-21.33333,93.38, -,9.062621
83.5,116.9091,987.1,-21.33333,93.38, -,9.082069
83.55,114.1199,987.2,-26.66667,93.38, -,9.082069
83.6,114.1199,987.2,-26.66667,93.38, -,9.082069
83.65,114.1199,987.2,-26.66667,93.38, -,9.082069
83.7,114.1199,987.2,-26.66667,93.38, -,9.082069
83.75,111.3326,987.3,-26.66667,93.38, -,9.082069
83.8,111.3326,987.3,-24,93.38, -,9.082069
83.85,111.3326,987.3,-24,93.38, -,9.082069
83.9,108.5438,987.4,-26.66667,93.38, -,9.082069
83.95,108.5438,987.4,-24,93.38, -,9.082069
84,108.5438,987.4,-24,93.38, -,9.082069
84.05,108.5438,987.4,-21.33333,93.38, -,9.082069
84.1,105.7569,987.5,-24,93.38, -,9.082069
84.15,105.7569,987.5,-21.33333,93.38, -,9.082069
84.2,105.7569,987.5,-21.33333,93.38, -,9.082069
84.25,105.7569,987.5,-21.33333,93.38, -,9.082069
84.3,105.7569,987.5,-18.66667,93.38, -,9.082069
84.35,105.7569,987.5,-16,93.38, -,9.082069
84.4,102.9703,987.6,-16,93.38, -,9.082069
84.45,102.9703,987.6,-16,93.38, -,9.082069
84.5,100.1822,987.7,-18.66667,93.38, -,9.082069
84.55,100.1822,987.7,-16,93.38, -,9.062621
84.6,97.39603,987.8,-16,93.38, -,9.062621
84.65,97.39603,987.8,-16,93.38, -,9.062621
84.7,94.6084,987.9,-18.66667,93.38, -,9.062621
84.75,97.39603,987.8,-16,93.38, -,9.062621
84.8,94.6084,987.9,-16,93.38, -,9.062621
84.85,91.82269,988,-18.66667,93.38, -,9.062621
84.9,91.82269,988,-18.66667,93.38, -,9.062621
84.95,91.82269,988,-16,93.38, -,9.062621
85,91.82269,988,-16,93.38, -,9.062621
85.05,89.03721,988.1,-18.66667,93.38, -,9.062621
85.1,89.03721,988.1,-18.66667,93.38, -,9.062621
85.15,86.25025,988.2,-18.66667,93.38, -,9.062621
85.2,86.25025,988.2,-18.66667,93.38, -,9.062621
85.25,86.25025,988.2,-18.66667,93.38, -,9.062621
85.3,83.46523,988.3,-21.33333,93.38, -,9.062621
85.35,83.46523,988.3,-21.33333,93.38, -,9.062621
85.4,83.46523,988.3,-21.33333,93.38, -,9.062621
85.45,83.46523,988.3,-18.66667,93.38, -,9.062621
85.5,83.46523,988.3,-18.66667,93.38, -,9.062621
85.55,80.67873,988.4,-18.66667,93.38, -,9.062621
85.6,80.67873,988.4,-18.66667,93.38, -,9.062621
85.65,77.89417,988.5,-18.66667,93.38, -,9.062621
85.7,77.89417,988.5,-18.66667,93.38, -,9.062621
85.75,75.10983,988.6,-18.66667,93.38, -,9.062621
85.8,75.10983,988.6,-21.33333,93.38, -,9.062621
85.85,72.32401,988.7,-21.33333,93.38, -,9.062621
85.9,72.32401,988.7,-18.66667,93.38, -,9.062621
85.95,72.32401,988.7,-18.66667,93.38, -,9.062621
86,69.54012,988.8,-21.33333,93.38, -,9.062621
86.05,69.54012,988.8,-21.33333,93.38, -,9.062621
86.1,69.54012,988.8,-18.66667,93.38, -,9.062621
86.15,66.75477,988.9,-21.33333,93.38, -,9.062621
86.2,63.97134,989,-21.33333,93.38, -,9.062621
86.25,63.97134,989,-21.33333,93.38, -,9.062621
86.3,63.97134,989,-21.33333,93.38, -,9.062621
86.35,61.18814,989.1,-21.33333,93.38, -,9.062621
86.4,61.18814,989.1,-21.33333,93.38, -,9.062621
86.45,58.40347,989.2,-24,93.38, -,9.062621
86.5,58.40347,989.2,-24,93.38, -,9.062621
86.55,55.62072,989.3,-26.66667,93.38, -,9.062621
86.6,52.83651,989.4,-26.66667,93.38, -,9.062621
86.65,50.05422,989.5,-29.33333,93.38, -,9.062621
86.7,50.05422,989.5,-26.66667,93.38, -,9.062621
86.75,47.27216,989.6,-29.33333,93.38, -,9.062621
86.8,44.48862,989.7,-29.33333,93.38, -,9.062621
86.85,44.48862,989.7,-29.33333,93.38, -,9.062621
86.9,41.70702,989.8,-29.33333,93.38, -,9.062621
86.95,41.70702,989.8,-29.33333,93.38, -,9.062621
87,41.70702,989.8,-29.33333,93.38, -,9.062621
87.05,41.70702,989.8,-26.66667,93.38, -,9.062621
87.1,38.92394,989.9,-29.33333,93.38, -,9.062621
87.15,38.92394,989.9,-29.33333,93.38, -,9.062621
87.2,36.14279,990,-29.33333,93.38, -,9.062621
87.25,38.92394,989.9,-24,93.38, -,9.062621
87.3,36.14279,990,-26.66667,93.38, -,9.062621
87.35,36.14279,990,-26.66667,93.38, -,9.062621
87.4,33.36187,990.1,-26.66667,93.38, -,9.062621
87.45,33.36187,990.1,-26.66667,93.38, -,9.062621
87.5,33.36187,990.1,-24,93.38, -,9.082069
87.55,27.799,990.3,-29.28572,93.38, -,9.082069
87.6,27.799,990.3,-26.61905,93.38, -,9.082069
87.65,27.799,990.3,-23.95238,93.38, -,9.082069
87.7,27.799,990.3,-21.28572,93.38, -,9.082069
87.75,27.799,990.3,-21.28572,93.38, -,9.082069
87.8,25.01706,990.4,-21.28572,93.38, -,9.082069
87.85,22.23705,990.5,-21.28572,93.38, -,9.082069
87.9,22.23705,990.5,-21.28572,93.38, -,9.082069
87.95,22.23705,990.5,-18.61905,93.38, -,9.082069
88,19.45726,990.6,-21.28572,93.38, -,9.082069
88.05,16.676,990.7,-23.95238,93.38, -,9.082069
88.1,16.676,990.7,-23.95238,93.38, -,9.082069
88.15,16.676,990.7,-21.28572,93.38, -,9.082069
88.2,13.89667,990.8,-23.95238,93.38, -,9.082069
88.25,13.89667,990.8,-21.28572,93.38, -,9.082069
88.3,13.89667,990.8,-23.95238,93.38, -,9.082069
88.35,11.11587,990.9,-23.95238,93.38, -,9.082069
88.4,11.11587,990.9,-23.95238,93.38, -,9.082069
88.45,11.11587,990.9,-21.28572,93.38, -,9.082069
88.5,11.11587,990.9,-21.28572,93.38, -,9.082069
88.55,8.33699,991,-23.95238,93.38, -,9.062621
88.6,8.33699,991,-18.66667,93.38, -,9.062621
88.65,8.33699,991,-18.66667,93.38, -,9.062621
88.7,5.558338,991.1,-21.33333,93.38, -,9.062621
88.75,5.558338,991.1,-21.33333,93.38, -,9.062621
88.8,2.778217,991.2,-24,93.38, -,9.062621
88.85,1.94E-05,991.3,-24,93.38, -,9.062621
88.9,1.94E-05,991.3,-21.33333,93.38, -,9.062621
88.95,1.94E-05,991.3,-21.33333,93.38, -,9.062621
89,-2.779647,991.4,-24,93.38, -,9.062621
89.05,-2.779647,991.4,-21.33333,93.38, -,9.062621
89.1,-2.779647,991.4,-18.66667,93.38, -,9.062621
89.15,-5.557391,991.5,-21.33333,93.38, -,9.062621
89.2,-5.557391,991.5,-21.33333,93.38, -,9.062621
89.25,-8.334908,991.6,-21.33333,93.38, -,9.062621
89.3,-8.334908,991.6,-21.33333,93.38, -,9.062621
89.35,-8.334908,991.6,-21.33333,93.38, -,9.062621
89.4,-8.334908,991.6,-18.66667,93.38, -,9.062621
89.45,-8.334908,991.6,-18.66667,93.38, -,9.062621
89.5,-11.11389,991.7,-21.33333,93.38, -,9.062621
89.55,-13.89096,991.8,-24,93.38, -,9.062621
89.6,-13.89096,991.8,-21.33333,93.38, -,9.062621
89.65,-13.89096,991.8,-21.33333,93.38, -,9.062621
89.7,-13.89096,991.8,-21.33333,93.38, -,9.062621
89.75,-13.89096,991.8,-18.66667,93.38, -,9.062621
89.8,-16.66949,991.9,-21.33333,93.38, -,9.062621
89.85,-16.66949,991.9,-18.66667,93.38, -,9.062621
89.9,-16.66949,991.9,-16,93.38, -,9.062621
89.95,-19.4461,992,-18.66667,93.38, -,9.062621
90,-22.22248,992.1,-21.33333,93.38, -,9.062621
90.05,-22.22248,992.1,-18.66667,93.38, -,9.062621
90.1,-25.00034,992.2,-21.33333,93.38, -,9.062621
90.15,-25.00034,992.2,-21.33333,93.38, -,9.062621
90.2,-27.77627,992.3,-21.33333,93.38, -,9.062621
90.25,-30.55367,992.4,-24,93.38, -,9.062621
90.3,-30.55367,992.4,-21.33333,93.38, -,9.062621
90.35,-33.32914,992.5,-24,93.38, -,9.062621
90.4,-36.10439,992.6,-26.66667,93.38, -,9.062621
90.45,-36.10439,992.6,-26.66667,93.38, -,9.062621
90.5,-36.10439,992.6,-26.66667,93.38, -,9.062621
90.55,-36.10439,992.6,-24,93.38, -,9.062621
90.6,-38.88111,992.7,-24,93.38, -,9.062621
90.65,-38.88111,992.7,-24,93.38, -,9.062621
90.7,-38.88111,992.7,-24,93.38, -,9.062621
90.75,-41.65591,992.8,-26.61905,93.38, -,9.062621
90.8,-41.65591,992.8,-26.61905,93.38, -,9.062621
90.85,-44.43217,992.9,-26.61905,93.38, -,9.062621
90.9,-44.43217,992.9,-26.61905,93.38, -,9.062621
90.95,-44.43217,992.9,-26.61905,93.38, -,9.062621
91,-47.20652,993,-26.57143,93.38, -,9.062621
91.05,-47.20652,993,-23.90476,93.38, -,9.062621
91.1,-49.98064,993.1,-26.52381,93.38, -,9.062621
91.15,-52.75623,993.2,-26.52381,93.38, -,9.062621
91.2,-52.75623,993.2,-26.52381,93.38, -,9.062621
91.25,-52.75623,993.2,-23.85714,93.38, -,9.062621
91.3,-55.5299,993.3,-23.80952,93.38, -,9.062621
91.35,-55.5299,993.3,-23.80952,93.38, -,9.062621
91.4,-55.5299,993.3,-21.14286,93.38, -,9.062621
91.45,-58.30503,993.4,-21.14286,93.38, -,9.062621
91.5,-61.07824,993.5,-23.76191,93.2, -,9.062621
91.55,-61.07824,993.5,-23.76191,93.2, -,9.062621
91.6,-61.07824,993.5,-23.76191,93.2, -,9.062621
91.65,-63.85123,993.6,-23.71428,93.2, -,9.062621
91.7,-63.85123,993.6,-23.71428,93.2, -,9.062621
91.75,-66.62569,993.7,-26.33333,93.2, -,9.062621
91.8,-66.62569,993.7,-23.71428,93.2, -,9.062621
91.85,-66.62569,993.7,-23.71428,93.2, -,9.062621
91.9,-66.62569,993.7,-21.04762,93.2, -,9.062621
91.95,-69.39822,993.8,-23.66667,93.2, -,9.062621
92,-69.39822,993.8,-23.66667,93.2, -,9.062621
92.05,-69.39822,993.8,-21.04762,93.2, -,9.062621
92.1,-69.39822,993.8,-21.04762,93.2, -,9.062621
92.15,-69.39822,993.8,-18.42857,93.2, -,9.062621
92.2,-72.17223,993.9,-18.38095,93.2, -,9.062621
92.25,-72.17223,993.9,-18.38095,93.2, -,9.062621
92.3,-72.17223,993.9,-18.38095,93.2, -,9.062621
92.35,-74.94431,994,-18.38095,93.2, -,9.062621
92.4,-77.71618,994.1,-21,93.2, -,9.062621
92.45,-80.4895,994.2,-23.61905,93.2, -,9.062621
92.5,-83.26091,994.3,-23.57143,93.2, -,9.062621
92.55,-83.26091,994.3,-20.95238,93.2, -,9.043174
92.6,-83.26091,994.3,-20.95238,93.2, -,9.043174
92.65,-86.03378,994.4,-23.57143,93.2, -,9.043174
92.7,-88.80474,994.5,-23.57143,93.2, -,9.043174
92.75,-88.80474,994.5,-23.57143,93.2, -,9.043174
92.8,-88.80474,994.5,-20.95238,93.2, -,9.043174
92.85,-88.80474,994.5,-20.95238,93.2, -,9.043174
92.9,-88.80474,994.5,-20.95238,93.2, -,9.043174
92.95,-91.57547,994.6,-23.57143,93.2, -,9.043174
93,-91.57547,994.6,-20.95238,93.2, -,9.043174
93.05,-88.80474,994.5,-18.33333,93.2, -,9.043174
93.1,-91.57547,994.6,-20.95238,93.2, -,9.043174
93.15,-88.80474,994.5,-18.33333,93.2, -,9.043174
93.2,-88.80474,994.5,-18.33333,93.2, -,9.043174
93.25,-91.57547,994.6,-18.33333,93.2, -,9.043174
93.3,-97.11795,994.8,-23.61905,93.2, -,9.043174
93.35,-97.11795,994.8,-23.61905,93.2, -,9.043174
93.4,-99.88969,994.9,-23.61905,93.2, -,9.043174
93.45,-97.11795,994.8,-18.38095,93.2, -,9.043174
93.5,-97.11795,994.8,-15.7619,93.2, -,9.043174
93.55,-97.11795,994.8,-13.14286,93.2, -,9.043174
93.6,-97.11795,994.8,-13.14286,93.2, -,9.043174
93.65,-97.11795,994.8,-13.14286,93.2, -,9.043174
93.7,-97.11795,994.8,-10.52381,93.2, -,9.043174
93.75,-97.11795,994.8,-7.904762,93.2, -,9.043174
93.8,-97.11795,994.8,-7.904762,93.2, -,9.043174
93.85,-97.11795,994.8,-7.904762,93.2, -,9.043174
93.9,-97.11795,994.8,-7.904762,93.2, -,9.043174
93.95,-97.11795,994.8,-7.904762,93.2, -,9.043174
94,-99.88969,994.9,-7.904762,93.2, -,9.043174
94.05,-97.11795,994.8,-5.285714,93.2, -,9.043174
94.1,-97.11795,994.8,-7.904762,93.2, -,9.043174
94.15,-94.34767,994.7,-2.666667,93.2, -,9.043174
94.2,-97.11795,994.8,-7.904762,93.2, -,9.043174
94.25,-94.34767,994.7,-5.285714,93.2, -,9.043174
94.3,-94.34767,994.7,-2.666667,93.2, -,9.043174
94.35,-94.34767,994.7,2.619048,93.2, -,9.043174
94.4,-97.11795,994.8,0,93.2, -,9.043174
94.45,-94.34767,994.7,5.238095,93.2, -,9.043174
94.5,-94.34767,994.7,2.619048,93.2, -,9.043174
94.55,-97.11795,994.8,0,93.2, -,9.043174
94.6,-97.11795,994.8,0,93.2, -,9.043174
94.65,-97.11795,994.8,0,93.2, -,9.043174
94.7,-97.11795,994.8,0,93.2, -,9.043174
94.75,-97.11795,994.8,0,93.2, -,9.043174
94.8,-97.11795,994.8,0,93.2, -,9.043174
94.85,-97.11795,994.8,0,93.2, -,9.043174
94.9,-97.11795,994.8,0,93.2, -,9.043174
94.95,-94.34767,994.7,2.619048,93.2, -,9.043174
95,-97.11795,994.8,0,93.2, -,9.043174
95.05,-97.11795,994.8,2.619048,93.2, -,9.043174
95.1,-97.11795,994.8,0,93.2, -,9.043174
95.15,-97.11795,994.8,0,93.2, -,9.043174
95.2,-97.11795,994.8,-2.619048,93.2, -,9.043174
95.25,-97.11795,994.8,0,93.2, -,9.043174
95.3,-97.11795,994.8,-2.619048,93.2, -,9.043174
95.35,-94.34767,994.7,0,93.2, -,9.043174
95.4,-97.11795,994.8,-2.619048,93.2, -,9.043174
95.45,-97.11795,994.8,0,93.2, -,9.043174
95.5,-97.11795,994.8,-2.619048, -,,
95.55,-94.34767,994.7,0, -,,
95.6,-97.11795,994.8,0, -,,
95.65,-94.34767,994.7,2.619048, -,,
95.7,-94.34767,994.7,2.619048, -,,
95.75,-94.34767,994.7,2.619048, -,,
95.8,-97.11795,994.8,0, -,,
95.85,-97.11795,994.8,0, -,,
95.9,-97.11795,994.8,0, -,,
95.95,-97.11795,994.8,0, -,,
96,-97.11795,994.8,-2.619048, -,,
96.05,-97.11795,994.8,0, -,,
96.1,-97.11795,994.8,0, -,,
96.15,-97.11795,994.8,0, -,,
